"VEHICLE: CARGO VAN, SPRINTER, CUBE VAN, STRAIGHT TRUCK, TRACTOR",DISTANCE: Miles,"PICKUP STATE: eg - TX, MI","DESTINATION STATE: eg - WI, IL","PICKUP CITY: eg - LAREDO, DALLAS","DESTINATION CITY: eg - HOPKINSVILLE, DALLAS",PICKUP DATE: dd-mm-yyyy,DELIVERY DATE: dd-mm-yyyy,Enter Your Bid Price
STRAIGHT TRUCK,1344,TX,KY,PHARR,LOUISVILLE,22-02-2023,24-02-2023,0
CARGO VAN,1407,IN,TX,PERU,LAREDO,21-02-2023,22-02-2023,0
CARGO VAN,1683,PA,TX,SAXONBURG,LAREDO,22-02-2023,24-02-2023,0
TRACTOR,734,TL,TX,HUAMANTLA,LAREDO,22-02-2023,24-02-2023,0
CARGO VAN,1937,IL,GJ,SAINT CHARLES,OBRAJUELO,21-02-2023,24-02-2023,0
CUBE VAN,1829,CU,MI,CENTRO,STERLING HEIGHTS,21-02-2023,24-02-2023,0
TRACTOR,1150,GA,TX,ADAIRSVILLE,LAREDO,22-02-2023,24-02-2023,0
SPRINTER,1616,TX,MI,LAREDO,DETROIT,25-02-2023,27-02-2023,0
CARGO VAN,1584,OH,TX,OBERLIN,LAREDO,21-02-2023,23-02-2023,0
SPRINTER,2181,QA,MI,QUERÉTARO,CANTON,21-02-2023,24-02-2023,0
TRACTOR,1649,MI,TX,LAKE ORION,LAREDO,22-02-2023,24-02-2023,0
CARGO VAN,1616,TX,MI,LAREDO,DETROIT,21-02-2023,23-02-2023,0
SPRINTER,426,MI,IL,GAYLORD,BELVIDERE,21-02-2023,22-02-2023,0
CARGO VAN,392,VA,OH,BLACKSBURG,BROOK PARK,21-02-2023,21-02-2023,0
CARGO VAN,1933,GJ,IL,IRAPUATO,CHICAGO,21-02-2023,24-02-2023,0
STRAIGHT TRUCK,1672,TX,MI,LAREDO,PORT HURON,21-02-2023,23-02-2023,0
TRACTOR,1729,SL,KY,SAN LUIS POTOSÍ,LOUISVILLE,21-02-2023,24-02-2023,0
CARGO VAN,1564,TX,OH,LAREDO,TOLEDO,20-02-2023,22-02-2023,0
CARGO VAN,1564,TX,OH,LAREDO,TOLEDO,20-02-2023,22-02-2023,0
CUBE VAN,1643,TX,MI,LAREDO,STERLING HEIGHTS,21-02-2023,23-02-2023,0
CUBE VAN,1951,QA,IL,SANTA ROSA DE JAUREGUI,CHICAGO,21-02-2023,25-02-2023,0
TRACTOR,1604,MI,TX,CANTON,LAREDO,21-02-2023,23-02-2023,0
CARGO VAN,1361,TX,IN,LAREDO,LAFAYETTE,22-02-2023,24-02-2023,0
STRAIGHT TRUCK,1386,TX,IL,LAREDO,CHICAGO,20-02-2023,23-02-2023,0
SPRINTER,324,OH,IL,TOLEDO,BELVIDERE,20-02-2023,21-02-2023,0
STRAIGHT TRUCK,1561,TX,MI,LAREDO,TEMPERANCE,23-02-2023,25-02-2023,0
CARGO VAN,1580,CU,IL,ARTEAGA,CHICAGO,20-02-2023,24-02-2023,0
CARGO VAN,1879,AG,IL,AGUASCALIENTES,CHICAGO,21-02-2023,24-02-2023,0
CUBE VAN,584,QA,TX,EL COLORADO,LAREDO,20-02-2023,21-02-2023,0
STRAIGHT TRUCK,273,MS,GA,TUPELO,LA FAYETTE,20-02-2023,20-02-2023,0
CARGO VAN,1530,WI,TX,APPLETON,LAREDO,21-02-2023,23-02-2023,0
SPRINTER,1667,UT,MI,OGDEN,WARREN,20-02-2023,25-02-2023,0
SPRINTER,477,WI,OH,PRAIRIE DU CHIEN,LIMA,20-02-2023,21-02-2023,0
STRAIGHT TRUCK,1570,MI,TX,GREENVILLE,LAREDO,20-02-2023,22-02-2023,0
STRAIGHT TRUCK,1618,TX,MI,LAREDO,HIGHLAND PARK,22-02-2023,24-02-2023,0
CUBE VAN,1644,TX,MI,LAREDO,AUBURN HILLS,21-02-2023,23-02-2023,0
TRACTOR,323,MN,IL,LAKEVILLE,EAST MOLINE,20-02-2023,21-02-2023,0
STRAIGHT TRUCK,1350,IL,TX,BELLWOOD,LAREDO,20-02-2023,22-02-2023,0
TRACTOR,1579,SL,TN,SAN LUIS POTOSÍ,LEWISBURG,21-02-2023,23-02-2023,0
TRACTOR,620,MO,TN,KANSAS CITY,MANCHESTER,20-02-2023,21-02-2023,0
CUBE VAN,1166,TN,TX,DECHERD,LAREDO,21-02-2023,22-02-2023,0
CUBE VAN,1160,TX,TN,LAREDO,DECHERD,20-02-2023,21-02-2023,0
TRACTOR,1311,TX,SC,LAREDO,DUNCAN,18-02-2023,19-02-2023,0
SPRINTER,1581,TN,EM,MEMPHIS,CUMBRE NORTE,20-02-2023,24-02-2023,0
CARGO VAN,2187,QA,MI,EL MARQUÉS,LIVONIA,18-02-2023,20-02-2023,0
CARGO VAN,456,SC,TN,SUMMERVILLE,DUNLAP,20-02-2023,21-02-2023,0
SPRINTER,373,MI,IL,SHELBY TWP,BELVIDERE,17-02-2023,18-02-2023,0
TRACTOR,1311,TX,SC,LAREDO,DUNCAN,18-02-2023,19-02-2023,0
STRAIGHT TRUCK,1989,TX,NJ,LAREDO,EAST HANOVER,17-02-2023,20-02-2023,0
TRACTOR,1311,TX,SC,LAREDO,DUNCAN,18-02-2023,19-02-2023,0
SPRINTER,510,IL,MO,ELMHURST,KANSAS CITY,17-02-2023,18-02-2023,0
CARGO VAN,1778,NX,MI,ESCOBEDO,MADISON HEIGHTS,20-02-2023,22-02-2023,0
STRAIGHT TRUCK,1235,KY,TX,RUSSELL SPRINGS,LAREDO,18-02-2023,20-02-2023,0
CARGO VAN,1064,UT,MO,OGDEN,CLAYCOMO,18-02-2023,20-02-2023,0
SPRINTER,1162,TX,AZ,MCALLEN,NOGALES,20-02-2023,21-02-2023,0
TRACTOR,2194,QA,MI,QUERÉTARO,REDFORD,27-02-2023,01-03-2023,0
TRACTOR,2194,QA,MI,QUERÉTARO,REDFORD,26-02-2023,01-03-2023,0
TRACTOR,2194,QA,MI,QUERÉTARO,REDFORD,21-02-2023,24-02-2023,0
CARGO VAN,1712,TX,MI,EL PASO,DETROIT,17-02-2023,20-02-2023,0
TRACTOR,1263,CU,AL,CENTRO,TANNER,18-02-2023,20-02-2023,0
STRAIGHT TRUCK,1358,TX,IL,LAREDO,BELVIDERE,17-02-2023,20-02-2023,0
CARGO VAN,1604,TX,MI,LAREDO,CANTON,18-02-2023,20-02-2023,0
STRAIGHT TRUCK,1550,MI,TX,ALBION,LAREDO,17-02-2023,19-02-2023,0
SPRINTER,1653,MI,TX,HOLLY,LAREDO,17-02-2023,20-02-2023,0
SPRINTER,1420,WI,TX,FRANKLIN,LAREDO,17-02-2023,20-02-2023,0
STRAIGHT TRUCK,1065,TX,GA,LAREDO,WEST POINT,18-02-2023,20-02-2023,0
STRAIGHT TRUCK,892,TX,TN,LAREDO,MEMPHIS,18-02-2023,20-02-2023,0
STRAIGHT TRUCK,770,IL,OK,CARMI,FREDERICK,21-02-2023,22-02-2023,0
SPRINTER,1981,NJ,TX,CLIFTON,LAREDO,17-02-2023,20-02-2023,0
CARGO VAN,1951,QA,IL,SANTA ROSA DE JAUREGUI,CHICAGO,16-02-2023,20-02-2023,0
STRAIGHT TRUCK,1706,NX,VA,SAN NICOLÁS DE LOS GARZA,BUENA VISTA,21-02-2023,24-02-2023,0
CARGO VAN,1566,TX,OH,LAREDO,TOLEDO,16-02-2023,18-02-2023,0
CARGO VAN,1355,IL,TX,FRANKLIN PARK,LAREDO,17-02-2023,19-02-2023,0
SPRINTER,1737,TX,MI,EL PASO,STERLING HEIGHTS,16-02-2023,19-02-2023,0
CARGO VAN,1744,TX,MI,EL PASO,STERLING HEIGHTS,16-02-2023,18-02-2023,0
SPRINTER,452,NC,TN,CHARLOTTE,CLARKSVILLE,16-02-2023,17-02-2023,0
CUBE VAN,2377,PA,GJ,EMIGSVILLE,SAN JOSÉ ITURBIDE,17-02-2023,20-02-2023,0
CUBE VAN,1824,QA,KY,QUERÉTARO,LOUISVILLE,16-02-2023,19-02-2023,0
SPRINTER,1712,TX,MI,EL PASO,DETROIT,17-02-2023,18-02-2023,0
CUBE VAN,497,TX,AG,LAREDO,AGUASCALIENTES,17-02-2023,18-02-2023,0
STRAIGHT TRUCK,1709,KY,SL,RUSSELL SPRINGS,SAN LUIS POTOSÍ,20-02-2023,24-02-2023,0
CARGO VAN,1553,MI,TX,ADRIAN,LAREDO,20-02-2023,22-02-2023,0
SPRINTER,2187,QA,MI,EL MARQUÉS,LIVONIA,16-02-2023,20-02-2023,0
SPRINTER,1270,KY,TX,LOUISVILLE,LAREDO,16-02-2023,18-02-2023,0
TRACTOR,982,TX,MO,LAREDO,CLAYCOMO,16-02-2023,17-02-2023,0
TRACTOR,1609,MI,TX,TAYLOR,LAREDO,20-02-2023,21-02-2023,0
TRACTOR,1564,JA,MO,EL SALTO,CLAYCOMO,17-02-2023,20-02-2023,0
TRACTOR,1274,TX,KY,LAREDO,LOUISVILLE,16-02-2023,17-02-2023,0
STRAIGHT TRUCK,219,KY,KY,HOPKINSVILLE,GEORGETOWN,16-02-2023,16-02-2023,0
SPRINTER,482,WI,KY,PORTAGE,LOUISVILLE,16-02-2023,16-02-2023,0
CARGO VAN,1625,TX,MI,LAREDO,WESTLAND,21-02-2023,23-02-2023,0
STRAIGHT TRUCK,1677,NX,MI,APODACA CENTRO,SPRING LAKE,16-02-2023,20-02-2023,0
STRAIGHT TRUCK,1448,TX,OH,LAREDO,LONDON,17-02-2023,20-02-2023,0
CARGO VAN,1349,IL,TX,BATAVIA,LAREDO,16-02-2023,20-02-2023,0
STRAIGHT TRUCK,1487,TX,IN,LOS INDIOS,HAMMOND,16-02-2023,20-02-2023,0
TRACTOR,1813,GJ,KY,SILAO,LOUISVILLE,16-02-2023,19-02-2023,0
CARGO VAN,1657,TX,MI,LAREDO,STERLING HEIGHTS,16-02-2023,20-02-2023,0
STRAIGHT TRUCK,553,TX,GJ,LAREDO,SAN JOSÉ ITURBIDE,16-02-2023,17-02-2023,0
CUBE VAN,1981,JA,IL,TLAQUEPAQUE,CHICAGO,16-02-2023,20-02-2023,0
CARGO VAN,1612,TX,OH,LAREDO,SHEFFIELD LAKE,16-02-2023,20-02-2023,0
TRACTOR,1637,MI,TX,CADILLAC,LAREDO,16-02-2023,17-02-2023,0
CARGO VAN,1614,TX,MI,LAREDO,LIVONIA,20-02-2023,22-02-2023,0
STRAIGHT TRUCK,1465,TX,OH,LAREDO,COLUMBUS,18-02-2023,20-02-2023,0
SPRINTER,1626,TX,MI,LAREDO,DETROIT,16-02-2023,18-02-2023,0
CARGO VAN,1566,TX,OH,LAREDO,TOLEDO,15-02-2023,17-02-2023,0
CARGO VAN,1847,QA,KY,EL MARQUÉS,LOUISVILLE,15-02-2023,20-02-2023,0
CARGO VAN,1649,MI,TX,SHELBY TOWNSHIP,LAREDO,15-02-2023,17-02-2023,0
TRACTOR,1620,MI,TX,REDFORD,LAREDO,16-02-2023,17-02-2023,0
TRACTOR,1620,MI,TX,REDFORD,LAREDO,16-02-2023,17-02-2023,0
TRACTOR,1620,MI,TX,REDFORD,LAREDO,16-02-2023,17-02-2023,0
STRAIGHT TRUCK,1645,MI,TX,STERLING HEIGHTS,LAREDO,15-02-2023,17-02-2023,0
CARGO VAN,1643,MI,TX,ROCHESTER,LAREDO,15-02-2023,17-02-2023,0
TRACTOR,1797,JA,TN,EL SALTO,CHATTANOOGA,16-02-2023,18-02-2023,0
SPRINTER,1653,MI,TX,LAPEER,LAREDO,15-02-2023,17-02-2023,0
TRACTOR,1277,TX,KY,LAREDO,LOUISVILLE,15-02-2023,17-02-2023,0
STRAIGHT TRUCK,1240,KY,TX,RUSSELL SPRINGS,LAREDO,16-02-2023,17-02-2023,0
STRAIGHT TRUCK,2184,MA,TX,ACTON,LAREDO,15-02-2023,17-02-2023,0
SPRINTER,1401,NX,KY,APODACA CENTRO,LOUISVILLE,15-02-2023,18-02-2023,0
SPRINTER,1466,TX,MI,LAREDO,COLOMA,15-02-2023,17-02-2023,0
SPRINTER,1751,NX,MI,GUADALUPE,ROMULUS,15-02-2023,20-02-2023,0
CARGO VAN,1645,MI,TX,STERLING HEIGHTS,LAREDO,16-02-2023,18-02-2023,0
CARGO VAN,1263,TX,KY,LAREDO,LOUISVILLE,15-02-2023,17-02-2023,0
SPRINTER,2171,QA,MI,QUERÉTARO,NEW BOSTON,15-02-2023,18-02-2023,0
STRAIGHT TRUCK,1657,MI,TX,MACOMB,LAREDO,15-02-2023,17-02-2023,0
CARGO VAN,747,TX,PU,LAREDO,PUEBLA,27-02-2023,28-02-2023,0
SPRINTER,1151,TX,GA,BROWNSVILLE,LA FAYETTE,15-02-2023,16-02-2023,0
SPRINTER,1401,NX,KY,APODACA CENTRO,LOUISVILLE,15-02-2023,18-02-2023,0
STRAIGHT TRUCK,1637,TX,MI,LAREDO,FRASER,20-02-2023,22-02-2023,0
SPRINTER,1479,TX,IL,EL PASO,BELVIDERE,15-02-2023,17-02-2023,0
STRAIGHT TRUCK,2382,MR,MI,CUAUTLA,DETROIT,15-02-2023,20-02-2023,0
CARGO VAN,1434,NC,TX,CLEVELAND,LAREDO,15-02-2023,17-02-2023,0
STRAIGHT TRUCK,2174,TX,MA,LAREDO,MANSFIELD,15-02-2023,20-02-2023,0
STRAIGHT TRUCK,1465,TX,OH,LAREDO,COLUMBUS,17-02-2023,20-02-2023,0
CUBE VAN,1640,TX,MI,LAREDO,AUBURN HILLS,16-02-2023,18-02-2023,0
CARGO VAN,738,QA,TX,QUERÉTARO,ELMENDORF,15-02-2023,20-02-2023,0
STRAIGHT TRUCK,272,IL,MI,LOVES PARK,JONESVILLE,14-02-2023,15-02-2023,0
CUBE VAN,1638,MI,TX,NOVI,LAREDO,16-02-2023,20-02-2023,0
STRAIGHT TRUCK,2009,JA,NC,EL SALTO,MORGANTON,15-02-2023,17-02-2023,0
CARGO VAN,1766,PA,TX,RIDGWAY,LAREDO,15-02-2023,17-02-2023,0
CARGO VAN,1639,MI,TX,AUBURN HILLS,LAREDO,15-02-2023,17-02-2023,0
CUBE VAN,1977,QA,KY,EL MARQUÉS,GRAYSON,20-02-2023,23-02-2023,0
SPRINTER,953,TX,MO,EL PASO,CLAYCOMO,14-02-2023,15-02-2023,0
CARGO VAN,1610,MI,TX,PLYMOUTH,LAREDO,15-02-2023,17-02-2023,0
TRACTOR,1620,MI,TX,REDFORD,LAREDO,15-02-2023,16-02-2023,0
TRACTOR,1620,MI,TX,REDFORD,LAREDO,15-02-2023,16-02-2023,0
TRACTOR,1620,MI,TX,REDFORD,LAREDO,15-02-2023,16-02-2023,0
STRAIGHT TRUCK,510,PA,MI,BEDFORD,GRAND RAPIDS,14-02-2023,15-02-2023,0
SPRINTER,1377,OH,TX,CINCINNATI,LAREDO,14-02-2023,15-02-2023,0
TRACTOR,689,KY,ON,BOWLING GREEN,ARTHUR,14-02-2023,15-02-2023,0
CUBE VAN,1647,TX,MI,LAREDO,WARREN,16-02-2023,20-02-2023,0
TRACTOR,1564,JA,MO,EL SALTO,CLAYCOMO,15-02-2023,19-02-2023,0
CARGO VAN,651,MI,TN,STERLING HEIGHTS,LAWRENCEBURG,16-02-2023,20-02-2023,0
CARGO VAN,475,IL,MO,BELVIDERE,KANSAS CITY,13-02-2023,14-02-2023,0
SPRINTER,1542,TN,TX,GREENEVILLE,EL PASO,13-02-2023,15-02-2023,0
CARGO VAN,460,WI,OH,NASHOTAH,BROOK PARK,13-02-2023,14-02-2023,0
STRAIGHT TRUCK,1316,SC,TX,SPARTANBURG,LAREDO,13-02-2023,15-02-2023,0
SPRINTER,1545,MI,TX,MUSKEGON,LAREDO,13-02-2023,15-02-2023,0
STRAIGHT TRUCK,262,KY,MS,HOPKINSVILLE,MANTACHIE,13-02-2023,13-02-2023,0
CUBE VAN,1517,TX,VA,LAREDO,SALEM,12-02-2023,14-02-2023,0
TRACTOR,1509,TX,OH,LAREDO,MARION,11-02-2023,13-02-2023,0
CUBE VAN,1657,TX,MI,LAREDO,STERLING HEIGHTS,13-02-2023,15-02-2023,0
TRACTOR,1617,TX,MI,LAREDO,DETROIT,15-02-2023,17-02-2023,0
TRACTOR,1616,TX,MI,LAREDO,DETROIT,21-02-2023,23-02-2023,0
SPRINTER,1693,TX,MI,PHARR,DETROIT,11-02-2023,13-02-2023,0
SPRINTER,547,TN,OH,MURFREESBORO,SHEFFIELD LAKE,11-02-2023,12-02-2023,0
STRAIGHT TRUCK,390,IL,MI,PARIS,DEARBORN,11-02-2023,11-02-2023,0
STRAIGHT TRUCK,605,TX,GJ,LAREDO,APASEO EL GRANDE CENTRO,12-02-2023,13-02-2023,0
CARGO VAN,1638,TX,MI,LAREDO,HARRISON TOWNSHIP,12-02-2023,14-02-2023,0
CUBE VAN,1565,JA,MO,TLAQUEPAQUE,CLAYCOMO,11-02-2023,14-02-2023,0
STRAIGHT TRUCK,1564,JA,MO,EL SALTO,CLAYCOMO,12-02-2023,15-02-2023,0
TRACTOR,1311,TX,SC,LAREDO,DUNCAN,11-02-2023,13-02-2023,0
TRACTOR,1376,TX,OH,LAREDO,CINCINNATI,10-02-2023,13-02-2023,0
TRACTOR,1542,TX,MI,LAREDO,GRAND RAPIDS,10-02-2023,13-02-2023,0
SPRINTER,239,OH,MI,LONDON,BATTLE CREEK,13-02-2023,13-02-2023,0
TRACTOR,2031,TL,KY,LA CIÉNEGA,HEBRON,16-02-2023,20-02-2023,0
STRAIGHT TRUCK,1465,TX,OH,LAREDO,COLUMBUS,11-02-2023,13-02-2023,0
CARGO VAN,1709,TX,MI,EL PASO,DETROIT,11-02-2023,13-02-2023,0
CUBE VAN,1065,TX,GA,LAREDO,WEST POINT,10-02-2023,13-02-2023,0
TRACTOR,2194,QA,MI,QUERÉTARO,REDFORD,16-02-2023,19-02-2023,0
CUBE VAN,1397,OH,TX,CINCINNATI,LAREDO,10-02-2023,13-02-2023,0
CUBE VAN,2273,JA,MI,BANÚS,FLINT,10-02-2023,15-02-2023,0
TRACTOR,2219,GJ,MI,IRAPUATO,STERLING HEIGHTS,15-02-2023,20-02-2023,0
SPRINTER,1609,TX,OH,LAREDO,INDEPENDENCE,10-02-2023,13-02-2023,0
TRACTOR,2186,QA,MI,QUERÉTARO,LIVONIA,10-02-2023,14-02-2023,0
CUBE VAN,2233,JA,MI,TLAQUEPAQUE,DETROIT,11-02-2023,15-02-2023,0
STRAIGHT TRUCK,1676,MI,TX,PORT HURON,LAREDO,10-02-2023,13-02-2023,0
STRAIGHT TRUCK,2225,QA,MI,QUERÉTARO,LAKE ORION,12-02-2023,15-02-2023,0
STRAIGHT TRUCK,1235,KY,TX,RUSSELL SPRINGS,LAREDO,11-02-2023,13-02-2023,0
TRACTOR,1566,TX,OH,LAREDO,WOOSTER,13-02-2023,15-02-2023,0
CUBE VAN,1719,TX,MI,PHARR,DETROIT,10-02-2023,13-02-2023,0
SPRINTER,1139,CU,MO,CENTRO,CLAYCOMO,10-02-2023,13-02-2023,0
SPRINTER,1617,TX,MI,LAREDO,DETROIT,10-02-2023,13-02-2023,0
STRAIGHT TRUCK,2174,TX,MA,LAREDO,MANSFIELD,10-02-2023,13-02-2023,0
TRACTOR,714,DF,TX,TLÁHUAC,LAREDO,13-02-2023,15-02-2023,0
CUBE VAN,1764,PU,GA,15 DE SEPTIEMBRE,ACWORTH,10-02-2023,13-02-2023,0
CARGO VAN,1717,TX,OH,BROWNSVILLE,SHEFFIELD LAKE,10-02-2023,13-02-2023,0
STRAIGHT TRUCK,753,TX,PU,LAREDO,CHACHAPA,10-02-2023,13-02-2023,0
SPRINTER,1968,NX,ON,APODACA CENTRO,OAKVILLE,10-02-2023,14-02-2023,0
STRAIGHT TRUCK,1150,GA,TX,ADAIRSVILLE,LAREDO,10-02-2023,13-02-2023,0
CARGO VAN,1673,TX,OH,MCALLEN,LORAIN,10-02-2023,13-02-2023,0
CUBE VAN,553,TX,GJ,LAREDO,SAN JOSÉ ITURBIDE,09-02-2023,10-02-2023,0
STRAIGHT TRUCK,1470,TX,IN,LAREDO,SPENCERVILLE,10-02-2023,13-02-2023,0
SPRINTER,864,AL,MO,SHORTER,CLAYCOMO,09-02-2023,10-02-2023,0
SPRINTER,2249,JA,MI,TLAJOMULCO DE ZUÑIGA,DEARBORN,10-02-2023,13-02-2023,0
STRAIGHT TRUCK,1169,TX,IL,LAREDO,FLORA,13-02-2023,15-02-2023,0
TRACTOR,1637,MI,TX,PONTIAC,LAREDO,10-02-2023,12-02-2023,0
CARGO VAN,1640,MI,TX,FRASER,LAREDO,13-02-2023,15-02-2023,0
CARGO VAN,1683,PA,TX,SAXONBURG,LAREDO,10-02-2023,13-02-2023,0
CARGO VAN,1006,PU,TX,PUEBLA,SAN ANTONIO,10-02-2023,13-02-2023,0
TRACTOR,1465,TX,OH,LAREDO,COLUMBUS,10-02-2023,13-02-2023,0
CARGO VAN,338,TN,IN,PULASKI,FRANKLIN,09-02-2023,09-02-2023,0
CARGO VAN,1363,TX,IL,LAREDO,BELVIDERE,12-02-2023,14-02-2023,0
STRAIGHT TRUCK,1657,TX,MI,LAREDO,STERLING HEIGHTS,12-02-2023,14-02-2023,0
SPRINTER,519,MO,KY,KANSAS CITY,LOUISVILLE,09-02-2023,09-02-2023,0
CARGO VAN,1879,AG,IL,AGUASCALIENTES,CHICAGO,10-02-2023,14-02-2023,0
TRACTOR,1824,TX,PA,LAREDO,EMIGSVILLE,08-02-2023,10-02-2023,0
STRAIGHT TRUCK,1614,TX,OH,LAREDO,BROOK PARK,08-02-2023,10-02-2023,0
SPRINTER,1475,TX,IL,EL PASO,CHICAGO,08-02-2023,10-02-2023,0
CARGO VAN,1209,TX,MI,FORT WORTH,WARREN,09-02-2023,10-02-2023,0
SPRINTER,1731,TX,MI,EL PASO,WARREN,08-02-2023,10-02-2023,0
CARGO VAN,1744,TX,MI,EL PASO,STERLING HEIGHTS,08-02-2023,10-02-2023,0
STRAIGHT TRUCK,1452,OH,TX,URBANA,LAREDO,10-02-2023,13-02-2023,0
SPRINTER,367,OH,KY,TOLEDO,RUSSELL SPRINGS,09-02-2023,09-02-2023,0
TRACTOR,1585,OH,NX,URBANA,SALINAS VICTORIA,10-02-2023,15-02-2023,0
SPRINTER,1687,TX,MI,PHARR,DETROIT,08-02-2023,10-02-2023,0
TRACTOR,1253,KY,TX,LEBANON,LAREDO,09-02-2023,10-02-2023,0
CUBE VAN,252,TX,NX,LAREDO,GUADALUPE,08-02-2023,09-02-2023,0
SPRINTER,1217,IN,TX,TROY,LAREDO,08-02-2023,09-02-2023,0
CARGO VAN,1069,AZ,TX,NOGALES,LAREDO,08-02-2023,10-02-2023,0
CUBE VAN,1622,TX,MI,LAREDO,ROMULUS,08-02-2023,10-02-2023,0
CUBE VAN,1657,MI,TX,MACOMB,LAREDO,08-02-2023,10-02-2023,0
STRAIGHT TRUCK,1644,TX,MI,LAREDO,AUBURN HILLS,08-02-2023,10-02-2023,0
STRAIGHT TRUCK,1751,TX,MI,LAREDO,ROMULUS,10-02-2023,13-02-2023,0
CARGO VAN,627,TX,OK,LAREDO,OKLAHOMA CITY,14-02-2023,15-02-2023,0
SPRINTER,1659,TX,MI,LAREDO,STERLING HEIGHTS,13-02-2023,15-02-2023,0
CUBE VAN,1617,TX,MI,LAREDO,DETROIT,11-02-2023,13-02-2023,0
STRAIGHT TRUCK,1363,TX,IL,LAREDO,BELVIDERE,12-02-2023,14-02-2023,0
STRAIGHT TRUCK,1270,TX,KY,LAREDO,LOUISVILLE,07-02-2023,09-02-2023,0
CUBE VAN,1643,TX,MI,LAREDO,STERLING HEIGHTS,11-02-2023,13-02-2023,0
TRACTOR,440,KY,AL,HENDERSON,AUBURN,07-02-2023,08-02-2023,0
STRAIGHT TRUCK,643,MI,TN,MADISON HEIGHTS,LAWRENCEBURG,09-02-2023,10-02-2023,0
CARGO VAN,1760,MI,NX,DETROIT,APODACA CENTRO,10-02-2023,15-02-2023,0
CARGO VAN,1344,TX,KY,PHARR,LOUISVILLE,08-02-2023,10-02-2023,0
CARGO VAN,1344,TX,KY,PHARR,LOUISVILLE,08-02-2023,10-02-2023,0
STRAIGHT TRUCK,1640,MI,TX,AUBURN HILLS,LAREDO,08-02-2023,10-02-2023,0
CUBE VAN,1491,TX,CA,LAREDO,GARDEN GROVE,08-02-2023,09-02-2023,0
CARGO VAN,1787,CU,OH,ARTEAGA,LORAIN,07-02-2023,10-02-2023,0
SPRINTER,1566,TX,OH,LAREDO,TOLEDO,07-02-2023,09-02-2023,0
TRACTOR,1642,MI,TX,BURTON,LAREDO,07-02-2023,09-02-2023,0
CUBE VAN,1804,CU,MI,ARTEAGA,DETROIT,07-02-2023,10-02-2023,0
CUBE VAN,510,PA,MI,BEDFORD,GRAND RAPIDS,07-02-2023,08-02-2023,0
CUBE VAN,1465,TX,OH,LAREDO,COLUMBUS,08-02-2023,10-02-2023,0
CUBE VAN,496,QA,CU,SANTA ROSA,SALTILLO,07-02-2023,08-02-2023,0
CUBE VAN,496,QA,CU,SANTA ROSA,SALTILLO,07-02-2023,08-02-2023,0
CUBE VAN,496,QA,CU,SANTA ROSA,SALTILLO,07-02-2023,08-02-2023,0
TRACTOR,1622,TX,MI,LAREDO,LIVONIA,07-02-2023,08-02-2023,0
CARGO VAN,1683,PA,TX,SAXONBURG,LAREDO,07-02-2023,09-02-2023,0
CARGO VAN,1744,TX,MI,EL PASO,STERLING HEIGHTS,07-02-2023,09-02-2023,0
CARGO VAN,1670,UT,MI,OGDEN,STERLING HEIGHTS,06-02-2023,08-02-2023,0
STRAIGHT TRUCK,1821,GJ,KY,SILAO,LOUISVILLE,07-02-2023,10-02-2023,0
CARGO VAN,1575,TX,MI,LAREDO,TEMPERANCE,06-02-2023,08-02-2023,0
SPRINTER,1809,TX,NY,LAREDO,BUFFALO,11-02-2023,13-02-2023,0
CUBE VAN,2091,SL,MI,SAN LUIS POTOSÍ,FRASER,12-02-2023,15-02-2023,0
STRAIGHT TRUCK,2091,SL,MI,SAN LUIS POTOSÍ,FRASER,11-02-2023,14-02-2023,0
STRAIGHT TRUCK,2091,SL,MI,SAN LUIS POTOSÍ,FRASER,10-02-2023,13-02-2023,0
STRAIGHT TRUCK,2091,SL,MI,SAN LUIS POTOSÍ,FRASER,10-02-2023,12-02-2023,0
STRAIGHT TRUCK,2091,SL,MI,SAN LUIS POTOSÍ,FRASER,08-02-2023,10-02-2023,0
STRAIGHT TRUCK,2091,SL,MI,SAN LUIS POTOSÍ,FRASER,07-02-2023,10-02-2023,0
SPRINTER,1573,JA,MO,TLAQUEPAQUE,LIBERTY,06-02-2023,09-02-2023,0
CUBE VAN,1638,TX,MI,LAREDO,HARRISON TOWNSHIP,06-02-2023,08-02-2023,0
TRACTOR,1514,GJ,KS,CENTRO,KANSAS CITY,06-02-2023,08-02-2023,0
CUBE VAN,1503,CA,TX,COMPTON,LAREDO,08-02-2023,10-02-2023,0
SPRINTER,1626,MI,TX,WARREN,LAREDO,06-02-2023,08-02-2023,0
CUBE VAN,1618,TX,MI,LAREDO,HIGHLAND PARK,05-02-2023,06-02-2023,0
STRAIGHT TRUCK,1306,TX,SC,LAREDO,DUNCAN,05-02-2023,07-02-2023,0
STRAIGHT TRUCK,892,TX,TN,LAREDO,MEMPHIS,05-02-2023,06-02-2023,0
TRACTOR,1914,TX,ON,EL PASO,OAKVILLE,06-02-2023,09-02-2023,0
STRAIGHT TRUCK,1386,TX,IN,LAREDO,KOKOMO,10-02-2023,13-02-2023,0
TRACTOR,1575,TX,MI,LAREDO,DUNDEE,11-02-2023,13-02-2023,0
STRAIGHT TRUCK,1386,TX,IN,LAREDO,KOKOMO,10-02-2023,13-02-2023,0
